SMILES,MO-REWARD,DOCK-REWARD,QED,SA
Cc1c(O)c2ccccc2c2ncsc12,10.332238725742368,4.63,0.6225842350875429,2.375734907712681
CNCc1cc2ccccc2[nH]c1=O,11.369022539916523,4.27,0.744550798477323,1.9142067395382936
Cc1ccccc1NC(=O)Cc1ccccc1Cl,12.73389056234676,4.77,0.8918183624804131,1.4608941590235889
Cc1ccccc1NC(=O)c1ccccc1C,12.515962812763654,5.08,0.8315241302116476,1.311894466455941
Nc1ccccc1C(=O)Nc1ccccc1Cl,12.135370524634531,4.86,0.7999892774991648,1.5014136972251713
CCN(CC)CC(=O)Nc1ccc(Cl)cc1,12.275727833739165,4.14,0.8582901717488703,1.626244279544137
Cc1ccc(NC(=O)N2CC(OC3CCCCO3)C2)cc1,12.2047227388475,5.04,0.9309634577532118,2.6332797682746065
C=CCOc1ccccc1NC(=S)Nc1ccc(Nc2ccccc2)cc1,8.94677881979459,4.58,0.3595437099921955,1.9426106745936185
O=C1C[C@H](c2ccccc2)c2c(c3ccccc3[nH]c2=O)O1,10.756952089122004,5.34,0.7011759525183001,2.685494697336884
CCN1CCN(Cc2ccc(NC)cc2)CC1,12.167409724610044,4.01,0.8562214098213458,1.723385263159237
CC(=O)Nc1cc(CNCCO)ccn1,10.112007288859576,3.19,0.6021887473228391,2.0968759759467748
Cc1ccccc1NCCNc1ccc(I)cc1,10.694425821366112,4.43,0.6248266312305545,1.8303408697788968
Cc1ccc(CNc2ccc(CN(C)C)cc2)cc1,12.39812600539951,4.09,0.8755152262281639,1.595084840960416
O=C(CCCC(=O)Nc1cccc(Cl)c1)Nc1ccccc1,12.210462786065698,4.03,0.8430274391432716,1.5497211593845606
CCc1ccc(NC(=O)Nc2ccc(OCc3ccc(I)cc3)cc2)cc1,9.64147783269526,5.37,0.4277939127068433,1.802129512133881
CN(C)c1ccc(CC(=O)Oc2cc3ccccc3cc2C(=O)Nc2ccc(N)cc2)cc1,8.158485837290586,4.89,0.2538915701487126,2.187465922648528
CCn1c(=O)c(-c2ccccc2CO)nc2ccccc21,11.678994213397251,4.3,0.8019428634981769,2.0032751588937074
CN(Cc1ccccc1)Cc1ccccc1,11.811169706825783,4.17,0.7495610751908611,1.3094047764939951
CSCCCn1nc2ccc3ccc(C)cc3n2c1=O,10.628836525145656,4.61,0.6926318491870204,2.5834477791971064
Cc1ccc(CNCCNCc2ccccc2)cc1,11.57537965021849,4.12,0.7424468479543693,1.5628939984695729
CCCn1c(N2CCCCCC2)nc2c1c(=O)[nH]c(=O)n2C,12.286671864819883,4.7,0.92466942620269,2.365767525921248
Cc1ccc(Cl)cc1NC(=O)CCc1ccccc1,12.69452617574878,4.64,0.8878054950104799,1.4435720204475952
CC(NC(=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1)c1ccccc1,12.260658302854235,5.13,0.9199865258733544,2.481140494471424
CCc1ccc(NC)cc1NC(=O)c1cccs1,12.379002916444104,5.3,0.8814571564959061,2.0157665572136345
Cc1ccccc1Nc1ccccc1C,11.891373439536425,4.31,0.7655199643504225,1.3796232798057062
CCCN1CCC2(CC1)c1nc[nH]c1CCN2C(=O)C1CCC1,11.694704431594296,5.03,0.9307314556858134,3.345592494242844
c1ccc(CNCc2ccccn2)nc1,11.84764434549537,4.1,0.815039433637078,1.827730041880839
CN(Cc1ccccc1)Cc1ccccc1,11.819169706825784,4.21,0.7495610751908611,1.3094047764939951
Cc1ccc(CCC(=O)Nc2ccccc2)cc1,12.697418592381531,4.82,0.867926870044909,1.3112219348676533
Cc1ccc(NCCCNc2ccccc2)cc1,11.546113967914115,3.8,0.7480207491102592,1.5642139746131054
CCN(CC)c1cccc(NC(C)=O)c1,11.858316662074616,3.82,0.820492972262477,1.783053944319864
CCn1cc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccc(Cl)cc3)C2=O)cn1,9.903377220132406,5.76,0.5227366026189171,2.3980052077590592
Cc1ccc(NC(=O)c2ccccc2Cl)cc1,12.705468016236248,5.23,0.8542775874850097,1.292371389532864
CNCCCn1nc2c3ccccc3nc(C3CC3)n2c1=O,10.863566337503386,4.39,0.7254555161860574,2.486896983560383
c1ccc(Cc2ccccn2)cc1,11.253971258179613,4.34,0.6731432607352005,1.4530172648017263
Cc1ccc(CNC(C)c2ccccc2)cc1,12.086649139285331,4.84,0.833139698780482,1.862656936904342
Cc1ccc(NC(=S)N2CCN(Cc3ccccc3)CC2)cc1C,12.272152844999514,4.83,0.856711022831254,1.811121767200719
O=C(CNc1ccc(Cl)cc1)Nc1ccccc1,12.655661097429086,4.44,0.8847550721094769,1.414522230725641
O=Cc1ccc(NC(=O)N2CCN(C(=O)Cc3ccccc3)CC2)cc1,12.491481894359282,6.1,0.8602762542246425,1.891964874079044
Cc1ccccc1COc1ccc(N(c2ccccc2)C(C)C)cc1,10.154217250989504,4.88,0.5392508563243439,1.9463896977151047
Cn1cnc2ccccc2c1=O,10.362733628594013,4.06,0.5743423431787906,1.738361923398788
CSC1=NS(=O)(=O)c2ccccc2N1,10.858708844908008,5.12,0.7310958861963445,2.7498036626152143
