SMILES,MO-REWARD,DOCK-REWARD,QED,SA
O=C(NS(=O)(=O)c1ccc(S(=O)(=O)C2CC2)cc1)C1CCCCC1,7.995974275832828,6.55,0.8537319340276643,2.181232104689318
O=C(NS(=O)(=O)c1ccc(-c2cc3ccccc3oc2=O)cc1)C1CCCCC1,7.7875270714450595,6.68,0.6584656337733766,2.1813509270819296
Cc1ccc(S(=O)(=O)N(C)S(=O)(=O)c2ccc(Br)cc2)cc1,7.868403504648644,6.5,0.7859102108258346,2.0634221837838886
Nc1cccc(Sc2ccccc2NS(=O)(=O)c2ccc(C(=O)NS(=O)(=O)O)cc2)c1,5.290006716032836,4.33,0.2976856764141297,2.407883310042468
O=S(=O)(Cc1ccccc1)c1ccc(SSc2cc(Cl)ccc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1,7.470986158137265,7.37,0.1760971102722838,2.725576852928439
c1cnc2nn3cccnc3c2c1,5.357080447044905,4.02,0.5100312411068736,2.546703655334269
CCOc1cc(CCNC(=O)Cn2cnc3scc(-c4ccc(C)s4)c3c2=O)ccc1NC(=O)CC,5.014951506347442,4.0,0.3156779349017368,2.631999190911266
NN=C(NN=Cc1ccc(N2CCCCC2)cc1)c1ccccc1,6.141747218728988,5.18,0.3937271601446197,2.3062163359510155
CCNc1ccc(-c2nnc(N(C(C)=O)C3CCCC3)s2)cc1,7.15434754450706,5.45,0.9021434294080222,2.401085926819988
CC(=O)ON(c1ccc(C(=O)c2ccccc2)cc1)S(=O)(=O)c1ccccc1,6.946338017253655,6.02,0.4706251630196658,2.252475120125176
CS(=O)(=O)c1ccc(S(=O)(=O)N2CCC3(CCC(=O)NC3)CC2)cc1,7.632697507187457,6.32,0.8269675428177654,2.94878440743045
CN1C(=O)COc2ccc(S(=O)(=O)N3CCN(S(=O)(=O)c4ccccc4)c4ccccc43)cc21,6.632769159385578,5.55,0.5462621173638426,2.5820325347307094
O=C(NC1CCCCC1)N1CCCN(c2cc(NS(=O)(=O)c3cccs3)ncn2)CC1,7.101971189558375,5.81,0.7045465930195509,2.5373313959100905
O=S(=O)(NCCSS(=O)(=O)c1ccccc1)c1ccccc1,6.837304481327328,5.59,0.6061317642831952,2.1503481710825376
O=C(NC1CCCCCC1)NS(=O)(=O)c1ccccc1,7.324771748542328,5.66,0.8409914303160961,1.837081787294272
O=S(=O)(NC1CCCCCC1)c1ccc(C(O)(c2ccccc2)C2CCCCC2)cc1,8.208332847855605,7.48,0.5814855347711441,2.721497543752525
O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,7.328955520178086,5.55,0.8680459759098326,1.5620389821867562
NS(=O)(=O)c1cccc(C(=O)N2CC(c3nc4ccccc4[nH]3)C2)c1,7.525032996661354,6.19,0.7399902169207626,2.186601346066752
NS(=O)(=O)c1ccc(C2CC2C(=O)c2ccc(N3CCCCC3=O)cc2)cc1,6.756722444058198,5.31,0.7832478136534262,2.937666575053472
CC1(C)C2CC=C(CN3CCN(NS(=O)(=O)c4ccccc4)CC3)C1C2,7.062900693627459,5.91,0.8036586012738289,4.099111009810002
CNS(=O)(=O)c1ccc(N2C[C@H](c3nc4ccccc4n3CC(=O)OC3CCCC3)CC2=O)cc1,6.59382830819863,5.68,0.5037735023524601,3.00367728755484
CNNC(=O)c1cccc(C(=C(C)c2ccccc2)c2ccccc2)c1,6.5868847010635365,5.43,0.5282389669085361,2.1379242586944294
O=C(Nc1ccc(Cl)c(C(=O)NC2CCCCC2)c1)NS(=O)(=O)Cc1ccccc1,7.159355912460706,5.97,0.6181402312281832,2.1568850734621723
Nc1c(Cc2ccccc2O)cccc1-c1nc(C(=O)NS(=O)(=O)c2ccccc2)cs1,6.162592997363908,5.29,0.3723215288896263,2.4913081498346514
O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1,7.261799251113166,5.55,0.8852190445240847,2.0943506132052025
Cn1cc(S(=O)(=O)NN=C2C3CC4CC(C3)CC2C4)c(C2CCCC2)n1,6.598578107132582,5.33,0.8201747309841535,4.249570726236609
O=C(NS(=O)(=O)c1ccccc1)N1CCC[C@H](c2nccs2)C1,7.712895798532573,6.19,0.920912963963764,2.7581778089281563
O=C(NS(=O)(=O)c1ccccc1)c1cccc(C(=O)N2CCCC2)c1,8.481644555512808,6.97,0.9065152302448656,1.814386447444248
CN(NS(=O)(=O)c1ccc(Br)cc1)S(=O)(=O)c1ccccc1,7.316238909829479,5.86,0.7714328540573381,2.159051818725217
CC(S(=O)(=O)c1ccc(Br)cc1)S(=O)(=O)c1cccc(N2CCCCS2(=O)=O)c1,7.897536393093322,7.15,0.5981042387847526,3.134295937912833
CCCn1c(=O)[nH]c(=O)c2c1nc(COc1ccc(NS(=O)(=O)Cc3ccccc3)cc1)n2C,6.198556883911709,5.33,0.3761363362183157,2.503344553961478
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)NCCNC(=O)c2cccc(OS(C)(=O)=O)c2)cc1,5.768233554228019,4.84,0.3802197345862187,2.7556638687433583
O=C(NNS(=O)(=O)c1ccccc1[N+](=O)[O-])c1ccccc1Cl,7.252620145400696,6.04,0.626551472854213,2.022974937808998
CNS(=O)(=O)c1ccc(-c2ncccc2C(=O)NC2CCCCC2)c2cccnc12,7.463014894419565,6.34,0.6546325269213221,2.44223396118184
O=C1C(=NNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)C2CC1C(Cl)C2Cl,7.130185022791519,6.83,0.474978879542755,4.9025191626825
Cc1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc3cccnc23)c1,7.158420172601186,6.04,0.5833284704821254,2.1638427634574544
CNC(=O)COC(=O)[C@H]1Oc2cc(CN3CCCCCC3)ccc2NC1=O,5.631799969449754,4.3,0.5898779625677838,2.980026834955183
O=C(Cn1ccnc1-c1cnc(NC2CCCCCCC2)nc1)NS(=O)(=O)NC1CCCCC1,6.9965821310206255,6.12,0.5190185298028024,2.855392281234206
NS(=O)(=O)c1ccc(S(=O)(=O)N2C(=O)CCC2C(=O)NCCOC23CC4C[C@H](C2)C[C@@H](C4)C3)cc1,6.614903285160187,6.06,0.4822617812029303,4.401525051800317
CN(NC(=O)c1cnn2c(C(F)(F)F)cc(-c3ccccc3)nc12)S(=O)(=O)c1ccccc1,7.13526222133736,6.39,0.4466723415406207,2.639201078842936
O=S(=O)(Nc1ccccc1-c1ccccc1)c1ccccc1,7.181044102532275,5.52,0.7865054264196629,1.5251757610329122
CCS(=O)(=O)N1CCN(S(=O)(=O)c2ccccc2Br)CC1,7.094502586671257,5.59,0.7629845729208833,2.115284106262129
Cc1cccc(C)c1NS(=O)(=O)c1ccccc1Cl,6.95485532350884,4.99,0.936967069931778,1.7666424346487783
NNS(=O)(=O)c1cc(C2CCN(C(=O)C3CCCCC3)CC2)nc2[nH]nc(N)c12,7.182474556388984,6.59,0.4225336736594821,3.0563836832473044
O=C(NNS(=O)(=O)Cc1ccccc1)C1CCN(C(=S)NC2CCCC2)CC1,6.302266402128037,5.25,0.4753997755233104,2.453349467739587
O=S(=O)(NN=C(c1ccccc1)C1CC1)c1ccc(OS(=O)(=O)c2ccccc2)cc1,7.139417631572069,6.6,0.3173050209875104,2.396521011294705
O=C(c1ccccc1)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCCCC3)CC2)CC1,7.391926507920534,6.36,0.586082587910064,2.315156684137575
Cn1c(=O)[nH]c(=O)c2c1nc(NC1CCCCC1)n2CCOc1ccccc1NS(=O)(=O)N1CCCCC1,5.992351835372261,5.14,0.3745786726960449,2.7942289802954328
O=S(=O)(c1ccccc1)S(=O)(=O)c1ccc(Br)cc1,7.211860683837488,5.67,0.7885090296046388,2.0448649198558773
O=S(=O)(c1ccccc1)S(=O)(=O)c1ccc(Br)cc1,6.947860683837488,5.34,0.7885090296046388,2.0448649198558773
O=S(=O)(C=C(c1ccccc1)c1ccccc1)c1ccccc1,7.273632201399864,5.89,0.7065191872679771,1.9494915525375536
Cc1ccc(S(=O)(=O)NOCc2nn3c(=O)c4ccccc4nc3s2)cc1,7.557077393929486,6.76,0.5125285813069228,2.52419689090895
N#CC1=C(N2CCC(C(=O)NS(=O)(=O)Oc3ccccc3)CC2)CCC1,7.036200370835396,5.5,0.8459757941264819,2.785155061189233
Cc1cc(Br)c(S(=O)(=O)N(C)c2ccccc2)c(Br)c1,6.913766683914385,5.42,0.742586559270611,2.183341436417079
Cc1ccc(S(=O)(=O)C2(S(=O)(=O)c3ccc(C(=O)N(C)C)cc3)CC2)cc1,7.373114860770267,6.02,0.7595109974164111,2.4518278849149446
CS(=O)(=O)N(CC(=O)N(Cc1ccccc1)Cc1ccc(CN2CC=CCC2)cc1)c1cc([N+](=O)[O-])ccc1Br,6.369805908137556,6.03,0.1663061984859019,2.801597553099368
O=S(=O)(c1ccc([C@@H]2Nc3ccccc3[C@@H]3C=CC[C@H]32)cc1)N1C2CCCC21,8.162653980483247,7.59,0.6205979173076225,3.825452615550335
O=C(CS(=O)(=O)N1CCC[C@@H](C(=O)N2CCCCCC2)C1)c1ccc(C2CC2)cc1,7.004654115595606,5.86,0.6472408382896464,2.793988144381532
CC(C)NCc1ccc(S(=O)(=O)S(=O)(=O)c2ccc(Br)cc2)cc1,7.40990862336996,6.12,0.7100190722980809,2.249435644226704
NS(=O)(=O)c1nc2ccc(NC(=O)N(Cc3ccccc3)Cc3ccccc3)cc2s1,6.7786053269801725,5.83,0.4577457964775577,2.2250572040345507
CNCc1ccc(-n2c(SCCNS(=O)(=O)c3ccccc3Cl)nc3cc[nH]c3c2=O)cc1,5.484503141409497,4.85,0.1838083129423562,2.6289446460527834
Cc1ccsc1C(=O)c1sc2nc(C)c(C(=O)NSC(=O)C3CCCCC3)cc2c1N,6.655389239734138,6.01,0.3951269975742151,3.164578504663406
Cc1ccc(N(C)S(C)(=O)=O)c(C(=O)N(c2ccccc2)S(=O)(=O)c2ccccc2)c1,7.7386504993980605,6.84,0.5643787534240036,2.3294997217019446
C[C@]1(O)CCN(C(=O)C(=O)C2CCCCC2)[C@H](c2cccs2)[C@@H]1NC(=O)c1ccc(CN(Cc2ccccc2)S(N)(=O)=O)cc1,5.476504308622161,4.96,0.2827343917514415,4.059272789763316
O=S(=O)(N=CN1CCN(c2ncnc3cc4c(cc23)OCCO4)CC1)c1ccccc1,6.647386670842508,5.81,0.4494755479617972,2.798729908167065
O=C(NNS(=O)(=O)c1ccc(Br)cc1)C1CCCCC1,7.163574910020081,5.56,0.8087077160526872,2.0032605756112183
C=S(=O)(NS(=O)(=O)c1cccc2ccccc12)c1ccccc1,7.598081635628398,6.4,0.7397174723781685,2.7182480509937843
Cc1cc(Br)c(S(=O)(=O)N2CCc3nc(C(=O)NN=C4CCCCCCC4)sc3CC2)c(Br)c1,7.954177930682537,7.5,0.4450815417321349,3.013483015499941
Cc1ccc(CCS(=O)(=O)Oc2ccc(S(=O)(=O)N3CCCCCC3)cc2)cc1,7.065056134359073,5.85,0.6193950022922892,2.1586142648608124
O=S(=O)(NCCNS(=O)(=O)c1cccc(Cl)c1)c1ccc(C2CC2)cc1,7.336333573371825,6.11,0.6488017172294214,2.0673391048482763
O=S(=O)(NCCN(CCOS(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,5.516401022905927,4.47,0.3594103974486766,2.319937823192248
CNS(=O)(=O)c1ccc(C(NC2CCCCC2)(c2ccccc2)c2ccccc2)cc1,7.96800937889774,7.19,0.5248806322968246,2.258872934371629
O=C(Nc1ccccc1)N(c1ccccc1)c1ccccc1,6.782744665862042,5.19,0.7177254012818316,1.6615898660624957
O=S(=O)(Nc1ccccc1N=C(Nc1ccccc1)c1ccccc1)N1CCCCC1,6.749713935353711,5.89,0.4225810603861174,2.3410886571104275
CN(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccc(C=NN2CCCCC2)cc1,7.687926135490197,6.6,0.6690848255250987,2.4771789175935304
CSc1nc2ccsc2c(=O)n1CC(=O)NCC1CCC(c2ccccc2)CC1,6.726535480659322,5.79,0.4713169804895263,2.46009074569705
O=C(NNS(=O)(=O)Cc1ccccc1)C1CCN(C(=O)C23CC4CC(CC(C4)C2)C3)CC1,7.059257862473308,6.15,0.639440174737566,3.721636096225742
O=S(=O)(Cc1ccc(S(=O)(=O)S(=O)(=O)c2ccccc2)cc1)c1ccc(Br)cc1,7.038109896394177,6.15,0.4653455782358983,2.2737420369058405
Cc1nc(Cl)nc2sc(C(=O)N3CCC(NS(=O)(=O)c4ccccc4)CC3)c(C)c12,7.875771846383165,6.98,0.5959213685550159,2.472075681089839
O=S(=O)(O)Cc1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,7.305702874745699,6.69,0.3367930883907107,2.041559125071837
O=S(=O)(NC[C@@H]1CCCO[C@@H]1c1cn[nH]c1)c1ccc2ccccc2c1,7.460663623746305,6.4,0.7220435561197343,3.3321591215046507
O=S(=O)(Cc1ccc(S(=O)(=O)CC2CS2)cc1)Oc1ccc2nc(N3CCCC3)sc2c1,7.174530508465304,6.79,0.334576268096253,3.2094523027489403
O=C(NC1CCCCCCC1)NS(=O)(=O)Oc1ccccc1,7.5902683575882035,5.96,0.8907568266721085,2.1415519286153284
O=C(NS(=O)(=O)c1ccccc1)c1cccc(NC(=O)C2CCCCC2)c1,8.19723875304539,6.79,0.8243938663187983,1.865076810988871
CC(C)n1ccc2c(NC(=O)C3(n4cnnn4)CCCCC3)cccc21,6.727692252649498,5.28,0.7793265584446336,2.930670104848275
O=S(=O)(c1ccccc1)N1CC1c1ccc(S(=O)(=O)S(=O)(=O)c2ccccc2)cc1,6.8790384322300655,6.23,0.4109893315892762,3.039312803009372
O=C(NS(=O)(=O)c1ccccc1)N1CCN(C2C(c3ccccc3)N=NN2c2ccccc2)CC1,7.886330290492902,7.2,0.5887634259374795,3.3382629494147427
